Audio,Darwin,Josefina,Richard,Sayuri
16222,2,3,4,2
16223,2,3,2,2
16224,3,4,4,4
16225,4,4,4,2
16226,4,3,4,2
16227,2,3,2,2
16228,4,4,3,1
16229,4,4,2,2
16230,2,3,5,2
16231,4,4,2,4
16232,4,4,4,4
16233,2,2,1,2
16234,2,3,2,3
16235,4,4,2,2
16236,4,5,4,4
16237,4,5,4,2
16238,3,2,2,2
16239,4,4,5,4
16240,2,3,4,1
16241,4,5,4,1
16242,4,3,3,1
16243,4,4,2,4
16244,5,5,5,4
16245,4,4,4,2
16246,3,4,2,2
16247,4,5,4,4
16248,4,4,2,4
16249,4,4,4,4
16250,4,3,4,2
16251,4,4,4,4
16252,2,2,2,2
16253,4,4,4,2
16254,3,3,4,1
16255,3,3,2,2
16256,2,3,2,2
16257,2,4,4,4
16258,3,3,3,4
16259,2,4,4,1
16260,4,3,2,1
16261,5,5,5,4
16262,3,2,2,2
16263,3,3,4,2
16264,4,4,2,4
16265,4,5,4,2
16266,2,3,2,2
16267,4,4,4,2
16268,4,5,5,1
16269,2,1,2,2
16270,4,5,4,2
16271,5,4,5,4
16272,2,3,2,4
16273,3,4,4,2
16274,4,5,5,3
16275,2,2,2,2
16276,2,3,2,4
16277,3,3,2,2
16278,3,3,2,2
16279,4,4,4,4
16280,2,3,2,1
16281,3,4,2,1
16282,2,2,1,1
16283,3,3,2,4
16284,3,4,4,4
16285,3,2,2,2
16286,3,4,4,2
16287,2,3,2,4
16288,2,2,1,4
16289,3,3,2,4
16290,4,4,2,2
16291,5,5,5,4
16292,2,3,4,2
16293,4,4,4,2
16294,4,5,5,1
16295,4,4,5,2
16296,4,3,2,2
16297,4,5,4,4
16298,3,3,2,4
16299,4,4,4,1
16300,2,5,5,1
16301,4,4,4,4
16302,2,3,2,2
16303,5,5,5,2
16304,2,3,2,4
16305,2,3,2,2
16306,2,2,2,2
16307,2,2,2,2
16308,2,2,2,1
16309,1,2,2,2
16310,2,3,4,2
16311,4,2,2,4
16312,2,2,2,4
16313,4,4,1,2
16314,4,3,2,3
16315,4,5,4,2
16316,3,3,2,4
16317,4,4,4,2
16318,4,2,1,2
16319,4,2,2,4
16320,4,4,2,1
16321,4,4,4,1
16322,5,5,5,1
16323,3,3,1,4
16324,2,3,2,4
16325,3,2,2,2
16326,3,4,2,2
16327,4,3,2,4
16328,3,2,2,4
16329,4,5,4,4
16330,2,4,3,2
16331,2,3,2,4
16332,3,4,4,2
16333,3,2,2,2
16334,4,5,5,1
16335,4,4,5,2
16336,2,3,2,2
16337,2,4,2,4
16338,2,3,4,4
16339,4,3,4,1
16340,2,3,4,1
16341,2,2,1,4
16342,4,4,4,2
16343,3,2,1,2
16344,4,4,4,4
16345,3,3,4,2
16346,2,2,2,2
16347,2,3,4,2
16348,4,4,4,1
16349,4,2,2,2
16350,3,3,4,2
16351,4,4,4,4
16352,4,4,2,4
16353,2,2,1,2
16354,5,5,5,3
16355,4,5,5,2
16356,3,2,2,4
16357,4,3,4,2
16358,3,2,1,2
16359,3,3,4,4
16360,1,2,2,1
16361,2,4,2,1
16362,4,4,5,1
16363,2,4,3,4
16364,2,3,3,4
16365,3,2,2,2
16366,3,3,3,2
16367,5,5,5,4
16368,2,2,2,4
16369,4,4,4,4
16370,2,2,3,2
16371,1,2,1,2
16372,4,4,4,4
16373,5,5,5,4
16374,4,4,2,4
16375,4,4,4,2
16376,3,3,2,4
16377,2,2,2,2
16378,5,5,5,2
16379,2,1,2,1
16380,4,4,4,2
16381,3,4,1,2
16382,4,4,4,4
16383,4,2,4,2
16384,3,2,4,4
16385,4,5,5,4
16386,2,3,2,4
16387,4,4,4,2
16388,2,3,2,4
16389,4,4,2,2
16390,2,2,1,2
16391,2,2,1,1
16392,3,1,1,2
16393,4,4,2,2
16394,4,4,4,4
16395,2,2,5,2
16396,4,5,5,4
16397,3,3,4,4
16398,2,3,2,4
16399,5,5,5,2
16400,3,2,2,4
16401,3,3,2,2
16402,3,3,3,2
16403,4,5,5,1
16404,2,2,2,2
16405,2,3,2,2
16406,4,4,4,4
16407,4,4,4,2
16408,2,3,3,4
16409,4,4,4,4
16410,3,3,2,4
16411,3,3,2,2
16412,3,3,2,4
16413,4,5,5,2
16414,5,5,5,2
16415,5,5,5,1
16416,4,4,2,2
16417,5,5,4,2
16418,2,4,2,4
16419,4,4,2,4
16420,5,5,5,2
16421,4,4,1,2
16422,5,5,5,1
16423,4,3,2,2
16424,4,4,2,2
16425,4,3,2,4
16426,3,4,2,4
16427,3,3,4,1
16428,4,4,4,1
16429,2,2,2,4
16430,2,3,2,2
16431,4,4,4,2
16432,1,4,1,4
16433,4,5,2,2
16434,4,4,2,2
16435,3,4,2,2
16436,3,2,2,1
16437,3,3,4,2
16438,3,3,2,2
16439,3,3,3,4
16440,3,3,4,4
16441,4,5,4,2
16442,5,4,5,3
16443,4,5,4,2
16444,3,4,4,4
16445,2,2,2,2
16446,2,3,2,2
16447,3,4,2,4
16448,2,2,2,1
16449,4,2,2,1
16450,3,2,2,1
16451,2,3,3,4
16452,2,2,2,4
16453,3,3,2,2
16454,4,5,5,2
16455,3,2,2,4
16456,2,2,1,4
16457,3,2,2,4
16458,2,2,2,2
16459,4,4,1,4
16460,4,5,5,2
16461,2,3,1,2
16462,2,3,1,1
16463,2,4,2,2
16464,2,2,1,2
16465,4,4,4,4
16466,3,3,2,4
16467,5,5,5,1
16468,2,2,1,1
16469,2,3,2,4
16470,3,2,1,2
16471,3,4,1,2
16472,2,3,3,4
16473,4,3,3,2
16474,3,3,2,2
16475,5,5,5,2
16476,3,3,1,1
16477,2,4,1,2
16478,2,2,1,2
16479,3,3,4,4
16480,2,3,2,4
16481,3,4,2,2
16482,2,4,1,3
16483,2,2,4,2
16484,2,3,2,4
16485,3,2,2,2
16486,2,3,1,2
16487,2,2,1,4
16488,3,3,4,1
16489,5,5,5,1
16490,4,2,2,1
16491,4,3,2,4
16492,5,4,5,4
16493,3,5,5,2
16494,4,4,2,2
16495,4,3,2,4
16496,2,2,2,4
16497,5,4,5,4
16498,2,2,3,2
16499,2,1,2,4
16500,2,3,1,2
16501,2,2,2,2
16502,3,4,2,1
16503,5,5,4,2
16504,2,3,2,2
16505,3,3,2,4
16506,4,4,4,4
16507,4,4,2,1
16508,3,2,1,1
16509,3,3,4,4
16510,2,2,2,2
16511,3,3,4,2
16512,3,3,3,4
16513,3,4,2,2
16514,2,2,3,2
16515,3,3,2,2
16516,3,3,2,1
16517,2,3,1,2
16518,4,5,5,2
16519,4,3,2,4
16520,2,2,1,4
16521,2,3,2,2
16522,4,4,4,3
16523,4,4,4,2
16524,4,5,5,4
16525,2,2,2,2
16526,2,3,1,2
16527,3,4,4,4
16528,3,4,2,1
16529,4,3,3,1
16530,4,5,4,1
16531,2,2,1,4
16532,2,4,4,4
16533,3,3,4,2
16534,4,4,2,2
16535,3,3,2,4
16536,4,4,4,4
16537,4,4,4,4
16538,5,5,5,2
16539,3,4,2,4
16540,2,2,1,2
16541,4,3,3,2
16542,2,3,2,1
16543,2,3,1,2
16544,3,4,4,2
16545,3,3,2,4
16546,4,4,4,4
16547,4,2,4,1
16548,4,4,1,1
16549,4,4,4,4
16550,4,5,5,2
16551,2,3,3,2
16552,3,2,2,4
16553,5,5,3,2
16554,4,4,4,2
16555,2,2,2,2
16556,2,2,4,1
16557,2,2,4,2
16558,4,2,1,2
16559,2,2,5,4
16560,3,2,4,4
16561,3,3,2,2
16562,2,3,1,3
16563,4,4,5,2
16564,3,4,4,4
16565,4,3,2,2
16566,3,2,1,2
16567,2,3,3,4
16568,2,3,3,1
16569,4,4,4,1
16570,2,2,1,1
16571,2,2,2,4
16572,2,2,1,4
16573,2,2,1,2
16574,2,3,1,2
16575,3,4,2,4
16576,2,3,3,4
16577,2,3,3,4
16578,3,3,3,2
16579,4,2,1,2
16580,4,3,3,4
16581,2,3,2,4
16582,2,3,1,4
16583,3,3,1,2
16584,4,5,5,4
16585,2,2,2,2
16586,2,2,1,2
16587,4,4,1,1
16588,4,4,2,2
16589,4,4,4,2
16590,4,4,4,4
16591,4,4,4,2
16592,3,3,4,4
16593,2,3,2,4
16594,2,2,1,4
16595,3,3,4,2
16596,2,3,2,4
16597,4,5,4,2
16598,2,4,1,2
16599,2,4,1,1
16600,4,4,5,2
16601,4,4,5,2
16602,2,1,1,4
16603,4,4,4,2
16604,2,4,1,4
16605,3,5,4,4
16606,4,3,1,4
16607,4,4,5,2
16608,2,4,4,4
16609,2,3,4,2
16610,2,4,3,2
16611,3,3,2,1
16612,4,4,4,2
16613,3,4,2,4
16614,4,4,4,2
16615,2,3,1,2
16616,4,4,5,1
16617,3,3,1,2
16618,4,5,4,2
16619,4,4,4,4
16620,3,3,1,4
16621,2,3,1,1
16622,2,2,1,1
16623,4,4,4,4
16624,4,2,1,2
16625,2,2,1,2
16626,4,3,3,4
16627,3,4,2,2
16628,4,4,4,2
16629,2,3,2,2
16630,2,3,2,1
16631,4,4,5,2
16632,3,4,1,2
16633,4,4,2,4
16634,4,4,4,4
16635,4,5,5,2
16636,2,4,1,3
16637,4,3,1,2
16638,4,4,4,4
16639,2,2,2,2
16640,2,3,2,2
16641,3,3,2,4
16642,4,5,5,1
16643,4,2,1,1
16644,4,4,4,1
16645,3,4,4,4
16646,4,4,4,4
16647,2,4,4,2
16648,3,3,2,2
16649,2,3,3,4
16650,2,3,2,4
16651,4,5,4,4
16652,4,4,5,2
16653,2,3,4,4
16654,2,3,2,2
16655,5,5,5,2
16656,4,4,5,1
16657,4,4,5,2
16658,2,4,2,2
16659,3,4,4,4
16660,2,3,1,4
16661,2,4,1,1
16662,3,4,4,1
16663,3,2,2,4
16664,4,4,4,2
16665,2,2,2,2
16666,4,5,4,4
16667,3,1,2,2
16668,3,3,2,2
16669,4,5,5,2
16670,2,3,3,1
16671,4,5,3,2
16672,4,5,5,2
16673,3,3,2,4
16674,4,3,2,4
16675,2,3,3,2
16676,4,2,4,3
16677,5,5,5,2
16678,4,4,4,4
16679,5,5,5,2
16680,2,2,2,2
16681,4,3,3,4
16682,4,3,2,1
16683,4,3,2,1
16684,4,5,4,1
16685,2,3,2,4
16686,3,3,1,4
16687,5,5,5,2
16688,3,3,2,2
16689,5,5,5,4
16690,4,3,3,4
16691,4,4,2,4
16692,5,5,4,2
16693,4,4,4,4
16694,4,4,5,2
16695,3,3,2,2
16696,2,4,4,1
16697,3,2,1,2
16698,2,3,4,2
16699,3,4,4,4
16700,3,4,2,4
16701,3,3,2,1
16702,4,3,2,1
16703,4,4,4,4
16704,2,3,1,2
16705,4,4,4,2
16706,2,2,1,4
16707,4,5,4,2
16708,3,3,2,2
16709,3,3,2,2
16710,2,3,1,1
16711,3,4,1,2
16712,4,5,5,2
16713,3,4,2,4
16714,2,3,1,4
16715,2,3,1,2
16716,3,2,2,3
16717,4,4,4,2
16718,5,5,5,4
16719,2,3,1,2
16720,2,3,2,2
16721,5,5,5,4
16722,2,3,4,1
16723,5,5,5,1
16724,3,2,1,1
16725,5,5,5,4
16726,4,2,1,4
16727,5,5,4,2
16728,4,5,4,2
16729,4,5,5,4
16730,3,2,1,4
16731,4,4,2,4
16732,4,3,2,2
16733,4,4,4,4
16734,3,3,1,2
16735,2,2,4,2
16736,2,2,1,1
16737,2,3,1,2
16738,2,2,1,2
16739,2,3,2,4
16740,3,3,3,4
16741,2,3,1,1
16742,2,3,2,1
16743,2,4,2,4
16744,3,3,2,2
16745,5,4,5,2
16746,2,3,2,4
16747,4,4,4,2
16748,3,3,3,2
16749,4,5,5,2
16750,4,4,3,1
16751,2,2,2,2
16752,3,3,4,2
16753,3,4,1,4
16754,4,5,5,4
16755,3,3,4,2
16756,4,5,4,3
16757,3,3,2,2
16758,5,5,4,4
16759,5,4,4,2
16760,2,2,1,2
16761,4,3,2,4
16762,4,4,5,1
16763,4,4,4,1
16764,4,4,2,1
16765,3,4,4,4
16766,3,3,1,4
16767,4,4,2,2
16768,3,3,1,2
16769,4,5,5,4
16770,5,4,5,4
16771,3,3,4,4
16772,2,3,3,2
16773,3,3,2,2
16774,4,4,2,4
16775,3,3,2,4
16776,2,3,2,4
16777,4,5,4,2
16778,4,5,5,4
16779,3,3,4,2
16780,4,4,4,2
16781,4,5,1,1
16782,4,4,4,2
16783,4,5,4,2
16784,3,1,1,4
16785,2,3,1,2
16786,3,3,3,4
16787,4,5,2,4
16788,4,4,4,4
16789,2,3,1,2
16790,2,3,2,4
16791,3,3,3,2
16792,3,3,4,2
16793,2,3,2,1
16794,3,2,4,2
16795,2,2,1,2
16796,3,4,4,4
16797,4,3,2,2
16798,4,5,5,4
16799,4,3,2,4
16800,2,3,1,4
16801,2,3,2,2
16802,2,3,1,4
16803,3,3,2,2
16804,4,4,4,2
16805,4,3,2,1
16806,5,5,4,2
16807,2,2,3,4
16808,2,2,2,2
16809,3,4,4,2
16810,4,5,5,1
16811,4,4,1,2
16812,2,2,1,2
16813,2,3,2,4
16814,4,4,4,4
16815,4,5,4,1
16816,4,4,4,1
16817,4,4,5,4
16818,2,2,1,2
16819,2,4,1,2
16820,2,4,1,4
16821,4,4,1,2
16822,3,3,2,2
16823,4,5,5,2
16824,3,3,4,1
16825,2,4,5,2
16826,4,4,5,2
16827,4,4,4,4
16828,4,4,2,4
16829,3,4,4,2
16830,3,4,4,3
16831,2,4,2,2
16832,2,3,2,4
16833,4,4,2,2
16834,3,4,2,2
16835,2,3,1,4
16836,3,2,1,1
16837,2,3,4,1
16838,4,5,5,1
16839,4,5,4,4
16840,3,4,4,4
16841,4,4,2,2
16842,4,5,5,2
16843,4,4,2,4
16844,5,5,5,4
16845,2,2,1,4
16846,2,2,1,2
16847,3,4,4,4
16848,4,4,2,2
16849,4,4,2,2
16850,2,3,2,1
16851,3,3,1,2
16852,2,3,2,2
16853,2,3,2,4
16854,4,4,4,4
16855,4,3,2,1
16856,4,4,4,1
16857,4,5,5,4
16858,4,4,4,2
16859,4,5,5,2
16860,3,3,4,4
16861,2,2,2,2
16862,4,3,3,2
16863,2,3,4,2
16864,2,4,2,1
16865,5,5,5,2
16866,2,3,2,2
16867,2,3,2,4
16868,2,3,3,4
16869,2,3,2,2
16870,4,4,4,3
16871,3,4,2,2
16872,4,4,2,4
16873,4,2,2,2
16874,2,3,3,2
16875,3,2,1,4
16876,3,4,5,1
16877,2,3,4,1
16878,2,2,2,1
16879,2,4,2,4
16880,2,4,4,4
16881,2,2,1,2
16882,2,1,2,2
16883,2,3,2,4
16884,4,2,1,4
16885,3,3,3,4
16886,5,3,5,2
16887,4,4,4,4
16888,4,4,4,2
16889,4,4,2,2
16890,3,3,1,1
16891,3,3,2,2
16892,4,2,1,2
16893,2,4,2,4
16894,2,2,4,4
16895,5,5,5,1
16896,4,4,4,1
16897,2,2,2,4
16898,4,4,2,2
16899,5,5,4,2
16900,5,5,5,4
16901,2,3,2,2
16902,2,3,2,2
16903,2,3,2,2
16904,4,4,4,1
16905,2,3,2,2
16906,2,4,4,2
16907,2,2,2,4
16908,3,5,5,4
16909,3,3,2,2
16910,2,3,3,3
16911,3,3,2,2
16912,3,5,2,4
16913,3,3,3,2
16914,2,3,2,2
16915,2,4,4,4
16916,4,4,4,1
16917,2,2,2,1
16918,2,4,2,1
16919,3,3,4,4
16920,3,3,2,4
16921,4,4,2,2
16922,3,3,2,2
16923,4,4,5,4
16924,3,3,3,4
16925,4,3,2,4
16926,2,2,2,2
16927,4,4,4,4
16928,2,3,2,2
16929,5,5,5,2
16930,4,2,2,1
16931,3,3,2,2
16932,4,4,4,2
16933,3,4,2,4
16934,3,3,2,4
16935,4,4,5,1
16936,4,4,3,1
16937,3,3,3,4
16938,2,2,2,2
16939,2,3,2,2
16940,2,4,2,4
16941,2,3,2,2
16942,2,4,4,2
16943,1,2,2,2
16944,2,2,1,1
16945,3,4,2,2
16946,2,3,2,2
16947,3,3,4,4
16948,4,4,4,4
16949,3,3,2,2
16950,2,3,2,3
16951,5,5,4,2
16952,4,4,4,4
16953,4,4,2,2
16954,2,3,2,2
16955,2,3,2,4
16956,4,4,4,1
16957,4,4,5,1
16958,2,3,3,1
16959,3,2,1,4
16960,2,4,2,4
16961,2,2,2,2
16962,2,2,2,2
16963,5,5,5,4
16964,4,4,4,4
16965,2,3,1,4
16966,4,4,2,2
16967,4,4,1,2
16968,2,3,2,4
16969,2,3,1,4
16970,2,3,1,4
16971,3,3,2,2
16972,4,4,4,4
16973,3,2,1,2
16974,3,3,2,2
16975,2,3,2,1
16976,3,4,4,2
16977,3,3,1,2
16978,4,4,2,4
16979,3,4,4,2
16980,3,4,1,4
16981,2,3,4,4
16982,2,3,1,4
16983,4,4,2,2
16984,3,3,2,4
16985,3,2,2,2
16986,2,4,2,2
16987,3,3,2,1
16988,4,4,4,2
16989,2,3,2,2
16990,5,5,4,4
16991,4,4,4,2
16992,2,3,1,4
16993,2,4,2,4
16994,2,2,1,4
16995,4,4,2,2
16996,4,4,4,4
16997,4,4,4,2
16998,4,5,5,2
16999,4,4,2,1
17000,3,2,1,2
17001,4,4,1,4
17002,3,2,1,2
17003,4,5,5,2
17004,4,4,4,1
17005,4,4,2,2
17006,3,3,3,2
17007,3,2,1,4
17008,3,3,4,4
17009,2,3,2,1
17010,4,5,5,1
17011,4,4,3,4
17012,3,2,4,2
17013,4,4,2,2
17014,3,3,2,4
17015,2,2,1,2
17016,4,3,2,2
17017,4,4,2,2
17018,3,4,4,1
17019,4,4,2,2
17020,4,4,4,2
17021,4,2,2,4
17022,4,2,2,4
17023,4,4,4,2
17024,3,3,1,3
17025,2,3,2,2
17026,2,3,2,4
17027,2,3,3,2
17028,4,4,2,2
17029,5,5,4,4
17030,3,3,2,1
17031,3,3,2,1
17032,2,3,1,1
17033,4,4,4,4
17034,3,2,2,4
17035,4,5,5,2
17036,3,4,2,2
17037,4,3,2,4
17038,2,4,1,4
17039,3,4,1,4
17040,2,2,1,2
17041,4,4,4,4
17042,3,3,2,2
17043,2,3,2,2
17044,4,5,4,1
17045,2,2,2,2
17046,2,3,2,2
17047,2,3,2,4
17048,2,2,1,4
17049,2,3,2,1
17050,3,2,3,1
17051,2,3,1,4
17052,3,2,2,2
17053,4,5,5,2
17054,4,2,2,4
17055,3,2,1,2
17056,4,4,4,2
17057,4,5,4,2
17058,4,4,4,1
17059,3,2,2,2
17060,3,2,2,2
17061,4,4,2,4
17062,4,3,1,4
17063,5,5,5,2
17064,2,2,1,3
17065,4,3,2,2
17066,4,5,4,4
17067,3,4,4,2
17068,4,4,1,2
17069,2,3,2,4
17070,2,2,4,1
17071,2,3,2,1
17072,4,3,2,1
17073,2,4,5,4
17074,2,3,1,4
17075,4,4,4,2
17076,2,2,1,2
17077,3,3,2,4
17078,4,4,2,4
17079,4,3,2,4
17080,4,4,4,2
17081,4,4,4,4
17082,4,4,4,2
17083,3,4,2,2
17084,4,2,2,1
17085,2,3,3,2
17086,3,2,2,2
17087,3,4,4,4
17088,2,4,1,4
17089,2,4,4,1
17090,4,4,4,1
17091,4,4,2,4
17092,4,4,3,2
17093,4,5,4,2
17094,2,3,1,4
17095,4,5,4,2
17096,2,3,3,2
17097,3,4,4,2
17098,2,3,1,1
17099,4,5,4,2
17100,2,3,1,2
17101,3,4,4,4
17102,2,4,4,4
17103,4,4,4,2
17104,4,5,4,3
17105,2,1,1,2
17106,2,3,2,4
17107,3,3,2,2
17108,2,3,4,2
17109,2,3,2,4
17110,3,3,4,1
17111,4,4,4,1
17112,4,5,5,1
17113,4,4,5,4
17114,3,3,2,4
17115,2,2,1,2
17116,3,4,4,2
17117,3,3,4,4
17118,4,2,1,4
17119,4,5,4,4
17120,4,4,5,2
17121,2,4,4,4
17122,2,3,3,2
17123,3,2,2,2
17124,3,4,4,1
17125,2,3,1,2
17126,4,2,2,2
17127,4,4,1,4
17128,4,4,5,4
17129,5,5,5,1
17130,4,3,1,1
17131,2,3,1,4
17132,3,3,4,2
17133,4,4,5,2
17134,2,3,4,4
17135,4,5,5,2
17136,2,4,1,2
17137,4,4,2,2
17138,4,2,1,1
17139,3,2,1,2
17140,4,2,1,2
17141,5,5,5,4
17142,2,3,1,4
17143,4,3,2,2
17144,3,2,1,3
17145,5,4,5,2
17146,3,3,4,4
17147,3,4,4,2
17148,2,2,2,2
17149,4,4,4,4
17150,3,3,4,1
17151,2,3,2,1
17152,3,3,3,1
17153,2,3,1,4
17154,2,3,2,4
17155,4,4,2,2
17156,4,5,5,2
17157,4,5,5,4
17158,2,3,2,4
17159,3,2,2,4
17160,2,3,2,2
17161,3,3,2,2
17162,3,4,5,4
17163,2,4,1,4
17164,4,4,5,4
17165,5,4,4,2
17166,2,3,1,4
17167,4,4,4,2
17168,2,2,1,2
17169,2,3,1,1
17170,4,4,5,2
17171,3,3,4,2
17172,2,4,2,4
17173,2,3,3,2
17174,4,5,5,4
17175,2,3,4,4
17176,2,3,2,4
17177,4,3,4,2
17178,4,2,2,4
17179,4,5,4,2
17180,2,4,2,2
17181,2,2,2,1
17182,3,4,2,2
17183,4,4,4,2
17184,4,4,4,4
17185,2,2,1,2
17186,3,3,2,4
17187,4,5,5,4
17188,4,4,4,4
17189,2,1,1,2
17190,4,3,4,4
17191,3,4,4,2
17192,4,2,2,2
17193,2,4,4,1
17194,3,3,4,2
17195,4,4,4,2
17196,2,4,1,4
17197,4,5,5,2
17198,3,3,4,2
17199,2,3,1,1
17200,4,4,2,2
17201,4,4,4,2
17202,4,5,4,4
17203,2,2,1,2
17204,3,3,2,4
17205,4,4,1,4
17206,4,5,4,4
17207,3,2,4,2
17208,2,3,2,4
17209,4,4,4,2
17210,3,4,4,2
17211,4,3,3,1
17212,4,3,2,2
17213,4,4,5,4
17214,2,3,2,2
17215,2,3,2,2
17216,4,2,2,1
17217,4,3,2,2
17218,3,2,1,2
17219,3,2,4,4
17220,2,5,2,4
17221,2,3,3,1
17222,2,3,1,1
17223,3,3,4,4
17224,4,4,4,2
17225,3,4,4,2
17226,2,3,1,4
17227,5,5,4,2
17228,4,4,1,2
17229,2,3,1,2
17230,2,3,2,1
17231,2,3,4,2
17232,4,4,4,2
17233,2,2,1,4
17234,4,4,2,4
17235,2,3,2,2
17236,2,2,1,3
17237,2,3,3,2
17238,4,2,4,4
17239,4,4,4,2
17240,4,2,5,2
17241,2,3,2,4
17242,3,3,2,1
17243,2,3,4,1
17244,4,4,4,1
17245,4,5,5,4
17246,2,3,2,4
17247,2,3,3,2
17248,3,4,5,2
17249,5,5,5,4
17250,4,3,3,4
17251,4,2,2,4
17252,2,3,2,2
17253,4,3,2,4
17254,4,4,4,2
17255,2,3,2,2
17256,2,3,1,1
17257,4,5,4,2
17258,3,3,2,2
17259,4,3,3,4
17260,2,3,4,4
17261,2,2,4,1
17262,5,5,5,1
17263,5,5,5,4
17264,2,3,1,2
17265,4,4,4,2
17266,2,3,2,4
17267,2,3,1,2
17268,4,4,5,2
17269,4,4,5,2
17270,3,2,1,1
17271,4,4,5,2
17272,4,4,4,2
17273,4,5,5,4
17274,4,5,4,4
17275,3,4,2,2
17276,2,2,4,3
17277,4,4,4,2
17278,3,3,2,4
17279,2,3,2,2
17280,4,2,2,2
17281,4,3,3,4
17282,5,5,5,1
17283,3,3,4,1
17284,2,4,2,1
17285,4,4,4,4
17286,4,3,3,4
17287,4,4,2,2
17288,2,2,1,2
17289,2,4,5,4
17290,4,4,4,4
17291,2,2,1,4
17292,4,4,5,2
17293,4,4,5,4
17294,2,2,2,2
17295,4,2,4,2
17296,2,3,2,1
17297,3,4,2,2
17298,3,2,1,2
17299,2,3,2,4
17300,2,3,2,4
17301,2,3,1,1
17302,5,4,5,1
17303,2,3,4,4
17304,2,3,2,2
17305,4,4,2,2
17306,4,5,5,4
17307,2,2,2,2
17308,2,3,2,2
17309,5,5,5,2
17310,2,3,2,1
17311,3,3,2,2
17312,4,3,2,2
17313,3,3,4,4
17314,4,5,5,4
17315,2,3,2,2
17316,3,3,2,3
17317,2,3,1,2
17318,3,4,1,4
17319,3,3,3,2
17320,3,4,1,2
17321,4,4,4,4
17322,5,5,4,1
17323,3,3,4,1
17324,2,3,3,1
17325,3,3,4,4
17326,4,4,5,4
17327,2,2,4,2
17328,2,2,1,2
17329,2,2,2,4
17330,4,4,5,4
17331,2,3,1,4
17332,4,5,5,2
17333,3,3,1,4
17334,2,3,3,2
17335,3,4,1,2
17336,3,2,2,1
17337,4,4,4,2
17338,2,3,4,2
17339,2,3,1,4
17340,4,3,3,4
17341,2,3,2,1
17342,4,5,4,1
17343,5,5,5,4
17344,4,2,1,2
17345,4,4,2,2
17346,2,3,3,4
17347,2,3,1,2
17348,4,3,3,2
17349,3,2,2,2
17350,3,3,3,1
17351,4,4,4,2
17352,4,2,1,2
17353,4,4,4,4
17354,2,3,1,4
17355,4,4,1,2
17356,2,3,2,3
17357,2,3,1,2
17358,5,4,5,4
17359,2,3,1,2
17360,2,5,5,2
17361,4,3,2,4
17362,2,4,1,1
17363,4,4,5,1
17364,4,3,4,1
17365,2,2,1,4
17366,4,4,4,4
17367,2,3,1,2
17368,4,4,2,2
17369,2,3,2,4
17370,4,3,2,4
17371,4,3,3,4
17372,4,5,4,2
17373,4,2,2,2
17374,2,2,1,4
17375,4,4,4,4
17376,4,4,5,4
17377,4,3,4,2
17378,3,2,1,4
17379,3,3,3,2
17380,3,2,1,2
17381,2,3,3,1
17382,4,4,4,2
17383,3,2,1,2
17384,2,2,1,4
17385,4,2,1,2
17386,4,3,2,4
17387,4,4,4,4
17388,4,4,4,4
17389,5,3,4,2
17390,4,4,2,4
17391,4,3,3,2
17392,3,3,3,2
17393,3,3,2,1
17394,2,3,3,2
17395,4,5,4,2
17396,2,4,4,4
17397,2,3,2,2
17398,3,3,4,4
17399,2,2,2,4
17400,2,3,2,4
17401,4,4,2,2
17402,4,4,2,4
17403,4,4,2,2
17404,4,4,4,2
17405,4,5,4,4
17406,2,3,3,2
17407,3,2,1,2
17408,4,4,2,1
17409,2,3,4,2
17410,4,4,4,2
17411,2,3,4,4
17412,3,2,1,2
17413,3,3,1,4
17414,3,3,1,4
17415,2,3,3,4
17416,2,3,2,2
17417,5,5,5,4
17418,3,2,1,2
17419,3,4,4,2
17420,2,4,4,1
17421,2,3,1,2
17422,4,2,3,4
17423,4,4,4,2
17424,4,3,3,2
17425,3,3,3,1
17426,4,4,5,2
17427,3,4,4,2
17428,2,3,2,4
17429,3,2,4,4
17430,4,4,3,1
17431,4,2,4,1
17432,3,2,4,4
17433,2,2,1,2
17434,4,3,4,2
17435,4,3,1,4
17436,2,2,2,2
17437,4,5,5,2
17438,2,3,1,2
17439,3,2,3,1
17440,2,4,4,2
17441,2,4,2,2
17442,5,5,5,4
17443,4,3,3,4
17444,4,2,4,2
17445,2,4,4,3
17446,2,3,1,2
17447,2,3,4,4
17448,3,2,1,2
17449,4,5,5,2
17450,3,3,3,4
17451,2,3,2,1
17452,3,3,1,1
17453,2,2,1,1
17454,2,3,2,4
17455,3,2,4,4
17456,2,2,2,2
17457,2,3,2,2
17458,4,5,5,4
17459,4,4,4,4
17460,2,4,4,4
17461,4,3,3,2
17462,2,3,4,4
17463,2,2,2,2
17464,2,3,3,2
17465,2,3,1,1
17466,4,5,5,2
17467,4,4,4,2
17468,3,2,2,4
17469,3,3,3,4
17470,2,4,4,1
17471,3,4,4,1
17472,4,5,5,4
17473,3,3,4,2
17474,2,3,2,2
17475,4,5,5,4
17476,4,5,5,2
17477,2,4,4,2
17478,2,4,2,2
17479,2,4,5,1
17480,2,3,4,2
17481,2,2,3,2
17482,2,3,5,4
17483,4,2,4,4
17484,4,2,3,2
17485,2,4,2,3
17486,4,5,4,2
17487,4,5,5,4
17488,4,5,5,2
17489,2,3,1,2
17490,4,4,5,4
17491,4,5,5,1
