Audio,Darwin,Josefina,Richard,Sayuri,N1,N2,N3,N4
15963,4,4,4,5,,,,
15964,2,3,2,1,,,,
15965,4,4,4,1,,,,
15966,2,2,2,4,,,,
15967,4,3,5,5,,,,
15968,4,3,4,2,,,,
15969,2,2,2,1,,,,
15970,2,2,4,2,,,,
15971,5,5,4,1,,,,
15972,4,3,4,1,,,,
15973,4,3,2,4,,,,
15974,2,2,4,5,,,,
15975,4,4,1,5,,,,
15976,2,4,1,1,,,,
15977,3,4,4,1,,,,
15978,2,2,2,5,,,,
15979,2,2,2,5,,,,
15980,2,2,2,1,,,,
15981,2,2,1,1,,,,
15982,2,2,1,1,,,,
15983,2,3,4,1,,,,
15984,2,2,2,4,,,,
15985,4,4,4,4,,,,
15986,3,3,4,1,,,,
15987,3,4,5,1,,,,
15988,4,4,2,4,,,,
15989,4,5,4,1,,,,
15990,3,3,2,1,,,,
15991,2,2,5,1,,,,
15992,3,3,4,1,,,,
15993,4,5,4,1,,,,
15994,4,3,2,1,,,,
15995,4,2,4,1,,,,
15996,2,2,4,4,,,,
15997,4,5,1,2,,,,
15998,4,4,4,1,,,,
15999,2,2,5,4,,,,
16000,4,4,2,1,,,,
16001,4,5,5,4,,,,
16002,3,3,4,4,,,,
16003,4,3,4,1,,,,
16004,4,4,4,1,,,,
16005,1,1,1,5,,,,
16006,5,5,5,2,,,,
16007,2,2,2,5,,,,
16008,4,5,5,1,,,,
16009,2,2,4,1,,,,
16010,2,2,4,1,,,,
16011,4,4,3,5,,,,
16012,4,4,2,1,,,,
16013,3,1,1,5,,,,
16014,2,1,4,1,,,,
16015,5,5,4,4,,,,
16016,4,4,2,1,,,,
16017,4,2,4,4,,,,
16018,2,2,4,1,,,,
16019,2,3,3,5,,,,
16020,4,4,2,1,,,,
16021,3,3,4,5,,,,
16022,4,2,4,1,,,,
16023,2,2,4,5,,,,
16024,4,3,3,1,,,,
16025,2,4,2,4,,,,
16026,4,2,2,1,,,,
16027,4,5,5,4,,,,
16028,1,1,1,5,,,,
16029,3,5,4,1,,,,
16030,3,2,2,4,,,,
16031,4,5,5,5,,,,
16032,4,5,5,2,,,,
16033,4,5,4,1,,,,
16034,2,2,4,2,,,,
16035,2,2,2,1,,,,
16036,2,1,2,1,,,,
16037,2,1,1,4,,,,
16038,4,3,2,5,,,,
16039,4,4,4,5,,,,
16040,2,1,4,1,,,,
16041,4,4,2,1,,,,
16042,3,2,4,5,,,,
16043,4,3,4,1,,,,
16044,4,4,4,1,,,,
16045,4,3,4,4,,,,
16046,2,2,4,5,,,,
16047,4,3,4,2,,,,
16048,5,5,4,1,,,,
16049,2,2,4,2,,,,
16050,4,5,4,1,,,,
16051,4,3,4,1,,,,
16052,2,2,2,4,,,,
16053,4,3,4,5,,,,
16054,4,4,4,5,,,,
16055,4,4,4,1,,,,
16056,3,3,2,1,,,,
16057,3,3,4,5,,,,
16058,2,4,4,1,,,,
16059,4,4,4,1,,,,
16060,4,3,4,4,,,,
16061,4,5,5,5,,,,
16062,2,2,4,2,,,,
16063,4,4,2,1,,,,
16064,4,5,5,2,,,,
16065,4,4,4,1,,,,
16066,3,5,4,1,,,,
16067,2,2,1,4,,,,
16068,2,3,4,5,,,,
16069,4,5,4,5,,,,
16070,2,2,1,1,,,,
16071,2,3,4,1,,,,
16072,2,1,4,5,,,,
16073,2,4,4,5,,,,
16074,4,1,4,1,,,,
16075,4,2,4,1,,,,
16076,2,2,2,1,,,,
16077,4,4,4,1,,,,
16078,4,3,4,4,,,,
16079,4,2,4,4,,,,
16080,2,4,2,1,,,,
16081,4,3,2,1,,,,
16082,3,3,2,4,,,,
16083,3,3,2,1,,,,
16084,3,3,2,1,,,,
16085,2,2,4,1,,,,
16086,3,5,4,1,,,,
16087,2,2,2,1,,,,
16088,2,2,5,1,,,,
16089,4,5,4,1,,,,
16090,4,3,2,4,,,,
16091,2,5,1,2,,,,
16092,3,2,4,1,,,,
16093,2,2,4,4,,,,
16094,3,1,4,1,,,,
16095,4,3,4,4,,,,
16096,4,3,4,4,,,,
16097,4,3,4,1,,,,
16098,3,3,5,1,,,,
16099,4,3,4,5,,,,
16100,2,2,4,2,,,,
16101,2,2,4,5,,,,
16102,4,3,5,1,,,,
16103,3,3,4,1,,,,
16104,3,3,2,1,,,,
16105,3,3,4,5,,,,
16106,2,4,2,1,,,,
16107,2,1,2,5,,,,
16108,2,2,4,1,,,,
16109,4,3,2,4,,,,
16110,4,2,4,1,,,,
16111,2,1,2,4,,,,
16112,2,2,1,1,,,,
16113,4,3,4,5,,,,
16114,3,2,2,1,,,,
16115,4,4,4,5,,,,
16116,3,3,2,1,,,,
16117,4,5,4,5,,,,
16118,4,5,4,1,,,,
16119,4,3,2,4,,,,
16120,4,5,5,1,,,,
16121,3,3,2,4,,,,
16122,2,4,4,5,,,,
16123,4,3,3,1,,,,
16124,2,4,4,4,,,,
16125,4,5,4,5,,,,
16126,3,2,4,2,,,,
16127,2,3,4,1,,,,
16128,4,5,4,2,,,,
16129,4,3,4,1,,,,
16130,4,3,2,1,,,,
16131,2,2,4,4,,,,
16132,4,4,5,5,,,,
16133,2,1,5,5,,,,
16134,3,3,4,1,,,,
16135,4,4,4,1,,,,
16136,2,2,2,5,,,,
16137,4,3,4,1,,,,
16138,4,5,5,1,,,,
16139,4,5,5,4,,,,
16140,4,3,2,5,,,,
16141,2,2,4,2,,,,
16142,2,3,2,1,,,,
16143,4,4,4,2,,,,
16144,2,2,5,1,,,,
16145,4,5,4,1,,,,
16146,4,4,4,4,,,,
16147,4,4,5,5,,,,
16148,3,2,2,5,,,,
16149,2,1,5,1,,,,
16150,4,4,4,1,,,,
16151,4,4,4,5,,,,
16152,2,3,4,1,,,,
16153,2,4,4,1,,,,
16154,4,2,4,4,,,,
16155,2,1,1,5,,,,
16156,2,1,1,2,,,,
16157,4,4,4,1,,,,
16158,4,4,4,2,,,,
16159,4,2,4,1,,,,
16160,1,1,1,1,,,,
16161,2,2,5,4,,,,
16162,5,2,1,5,,,,
16163,3,3,2,5,,,,
16164,4,4,4,1,,,,
16165,4,3,4,1,,,,
16166,3,3,2,5,,,,
16167,2,2,4,5,,,,
16168,2,2,4,1,,,,
16169,2,3,4,1,,,,
16170,2,2,2,1,,,,
16171,4,4,4,1,,,,
16172,2,1,2,4,,,,
16173,4,4,5,4,,,,
16174,4,5,5,1,,,,
16175,3,3,2,1,,,,
16176,4,3,3,4,,,,
16177,4,2,5,1,,,,
16178,3,3,4,1,,,,
16179,2,2,4,1,,,,
16180,2,3,2,1,,,,
16181,2,1,4,1,,,,
16182,4,4,4,1,,,,
16183,4,4,4,1,,,,
16184,4,4,4,4,,,,
16185,4,4,2,2,,,,
16186,2,2,2,1,,,,
16187,4,4,4,4,,,,
16188,4,2,4,1,,,,
16189,4,3,4,4,,,,
16190,2,2,2,4,,,,
16191,4,3,4,1,,,,
16192,3,3,4,1,,,,
16193,4,4,2,5,,,,
16194,4,4,5,2,,,,
16195,2,3,2,5,,,,
16196,4,4,5,1,,,,
16197,4,4,4,1,,,,
16198,4,3,2,1,,,,
16199,4,3,4,5,,,,
16200,4,5,5,1,,,,
16201,4,3,4,5,,,,
16202,3,3,2,1,,,,
16203,2,3,4,4,,,,
16204,4,3,4,1,,,,
16205,3,3,2,4,,,,
16206,4,4,4,1,,,,
16207,4,3,4,5,,,,
16208,4,3,4,1,,,,
16209,4,3,2,5,,,,
16210,4,2,4,1,,,,
16211,4,5,4,1,,,,
16212,2,3,4,1,,,,
16213,4,5,4,4,,,,
16214,4,3,3,4,,,,
16215,3,2,2,2,,,,
16216,2,2,5,1,,,,
16217,4,3,2,4,,,,
16218,2,2,5,5,,,,
16219,3,3,3,1,,,,
16220,2,3,4,1,,,,
16221,4,4,5,5,,,,
16222,4,3,2,2,,,,
16223,4,3,4,4,,,,
16224,4,4,4,5,,,,
16225,4,4,4,2,,,,
16226,2,3,2,1,,,,
16227,2,3,3,2,,,,
16228,4,4,4,4,,,,
16229,4,4,4,2,,,,
16230,4,3,1,1,,,,
16231,4,4,4,4,,,,
16232,4,4,2,4,,,,
16233,2,2,5,1,,,,
16234,4,3,4,4,,,,
16235,4,3,4,2,,,,
16236,2,2,2,5,,,,
16237,4,2,2,5,,,,
16238,3,3,4,2,,,,
16239,2,2,1,5,,,,
16240,2,3,2,2,,,,
16241,5,4,2,2,,,,
16242,4,3,3,2,,,,
16243,4,4,4,4,,,,
16244,1,1,1,5,,,,
16245,5,5,4,5,,,,
16246,4,4,4,3,,,,
16247,4,5,4,4,,,,
16248,2,1,2,5,,,,
16249,2,3,1,4,,,,
16250,4,3,2,2,,,,
16251,4,4,2,1,,,,
16252,2,2,4,1,,,,
16253,4,4,2,4,,,,
16254,2,3,2,4,,,,
16255,3,3,4,2,,,,
16256,4,3,4,1,,,,
16257,4,4,4,4,,,,
16258,3,3,3,5,,,,
16259,2,2,2,1,,,,
16260,4,3,4,1,,,,
16261,4,5,5,5,,,,
16262,2,3,4,2,,,,
16263,3,3,2,4,,,,
16264,4,2,4,5,,,,
16265,2,2,2,2,,,,
16266,2,3,4,1,,,,
16267,4,2,2,2,,,,
16268,5,5,5,4,,,,
16269,2,1,4,2,,,,
16270,4,4,4,1,,,,
16271,4,5,5,4,,,,
16272,2,3,4,4,,,,
16273,4,4,2,1,,,,
16274,4,5,5,4,,,,
16275,2,2,4,2,,,,
16276,4,3,4,5,,,,
16277,4,3,4,5,,,,
16278,3,3,4,2,,,,
16279,4,4,2,5,,,,
16280,4,3,4,2,,,,
16281,4,4,4,2,,,,
16282,2,2,5,2,,,,
16283,4,2,4,4,,,,
16284,4,4,4,5,,,,
16285,2,2,2,5,,,,
16286,3,2,2,3,,,,
16287,2,4,4,4,,,,
16288,2,4,5,5,,,,
16289,3,3,4,4,,,,
16290,4,3,4,2,,,,
16291,4,5,5,1,,,,
16292,2,3,2,1,,,,
16293,4,5,4,4,,,,
16294,2,1,1,4,,,,
16295,4,5,1,2,,,,
16296,4,3,4,1,,,,
16297,4,5,4,4,,,,
16298,3,3,5,5,,,,
16299,2,2,2,1,,,,
16300,2,1,1,1,,,,
16301,2,2,2,5,,,,
16302,2,2,4,2,,,,
16303,1,1,1,4,,,,
16304,4,3,4,5,,,,
16305,2,3,1,2,,,,
16306,2,2,4,1,,,,
16307,4,2,4,2,,,,
16308,2,2,4,4,,,,
16309,2,2,4,2,,,,
16310,2,3,2,1,,,,
16311,2,2,4,4,,,,
16312,2,2,4,4,,,,
16313,2,2,5,1,,,,
16314,4,3,4,4,,,,
16315,4,5,4,2,,,,
16316,3,3,4,5,,,,
16317,2,4,2,5,,,,
16318,2,2,5,2,,,,
16319,4,2,4,5,,,,
16320,2,1,2,2,,,,
16321,4,2,2,2,,,,
16322,5,5,5,2,,,,
16323,4,3,4,4,,,,
16324,4,3,4,5,,,,
16325,2,2,2,5,,,,
16326,3,2,4,3,,,,
16327,4,3,4,4,,,,
16328,2,2,4,5,,,,
16329,4,4,2,4,,,,
16330,4,2,2,2,,,,
16331,4,3,4,1,,,,
16332,4,2,4,1,,,,
16333,2,2,4,4,,,,
16334,2,2,1,4,,,,
16335,2,2,1,2,,,,
16336,4,3,4,1,,,,
16337,2,4,4,4,,,,
16338,4,4,2,5,,,,
16339,4,3,4,1,,,,
16340,4,3,2,1,,,,
16341,2,2,4,5,,,,
16342,4,5,4,2,,,,
16343,3,3,4,4,,,,
16344,4,4,2,5,,,,
16345,4,3,4,2,,,,
16346,2,2,4,1,,,,
16347,4,3,2,2,,,,
16348,4,5,4,4,,,,
16349,2,2,4,2,,,,
16350,3,3,2,1,,,,
16351,4,4,4,4,,,,
16352,2,2,4,4,,,,
16353,4,2,4,1,,,,
16354,4,4,1,4,,,,
16355,4,5,5,2,,,,
16356,3,2,4,5,,,,
16357,4,3,4,5,,,,
16358,2,2,4,2,,,,
16359,3,3,2,5,,,,
16360,2,2,4,2,,,,
16361,2,4,4,2,,,,
16362,4,4,5,2,,,,
16363,4,4,4,4,,,,
16364,4,3,4,5,,,,
16365,2,2,4,5,,,,
16366,3,3,4,3,,,,
16367,5,5,5,4,,,,
16368,2,2,4,5,,,,
16369,2,4,2,4,,,,
16370,4,3,2,2,,,,
16371,2,2,5,3,,,,
16372,4,4,2,4,,,,
16373,4,4,5,5,,,,
16374,4,5,4,4,,,,
16375,4,3,2,2,,,,
16376,4,3,4,1,,,,
16377,2,2,4,1,,,,
16378,4,5,5,4,,,,
16379,4,4,4,4,,,,
16380,4,4,4,2,,,,
16381,4,4,5,1,,,,
16382,4,4,4,4,,,,
16383,2,2,4,3,,,,
16384,2,2,2,4,,,,
16385,4,4,5,5,,,,
16386,2,3,4,4,,,,
16387,5,5,4,2,,,,
16388,2,2,4,1,,,,
16389,4,4,4,1,,,,
16390,2,4,4,4,,,,
16391,2,2,5,4,,,,
16392,3,1,5,2,,,,
16393,4,4,4,1,,,,
16394,4,4,2,4,,,,
16395,2,2,4,3,,,,
16396,4,5,5,4,,,,
16397,3,3,2,5,,,,
16398,2,3,4,4,,,,
16399,1,1,4,2,,,,
16400,3,2,4,1,,,,
16401,4,3,4,1,,,,
16402,4,3,4,4,,,,
16403,4,4,5,4,,,,
16404,2,2,4,2,,,,
16405,2,3,4,1,,,,
16406,4,4,4,4,,,,
16407,4,4,4,3,,,,
16408,4,3,3,4,,,,
16409,4,4,4,5,,,,
16410,2,3,4,4,,,,
16411,3,3,4,2,,,,
16412,3,3,4,1,,,,
16413,5,5,5,1,,,,
16414,4,4,5,4,,,,
16415,4,5,5,4,,,,
16416,2,2,4,2,,,,
16417,4,1,4,1,,,,
16418,4,4,4,4,,,,
16419,4,4,4,1,,,,
16420,1,5,5,1,,,,
16421,4,4,5,4,,,,
16422,4,5,5,4,,,,
16423,4,3,4,2,,,,
16424,4,4,4,1,,,,
16425,4,3,4,4,,,,
16426,2,2,4,5,,,,
16427,3,3,2,1,,,,
16428,2,2,2,1,,,,
16429,2,2,4,5,,,,
16430,4,3,4,2,,,,
16431,2,2,4,4,,,,
16432,2,2,5,5,,,,
16433,2,2,4,2,,,,
16434,2,4,4,1,,,,
16435,2,2,2,2,,,,
16436,2,2,4,4,,,,
16437,4,3,4,2,,,,
16438,3,3,4,1,,,,
16439,4,3,3,4,,,,
16440,3,3,2,4,,,,
16441,2,1,2,1,,,,
16442,4,5,5,4,,,,
16443,2,1,2,2,,,,
16444,4,4,4,5,,,,
16445,2,2,4,5,,,,
16446,4,3,4,2,,,,
16447,4,3,4,5,,,,
16448,2,2,4,2,,,,
16449,4,2,4,2,,,,
16450,2,2,4,2,,,,
16451,4,3,4,4,,,,
16452,2,2,4,5,,,,
16453,3,3,4,5,,,,
16454,4,5,5,3,,,,
16455,4,2,4,4,,,,
16456,4,3,5,5,,,,
16457,4,2,4,4,,,,
16458,4,4,4,2,,,,
16459,4,4,4,1,,,,
16460,1,1,5,1,,,,
16461,2,3,5,4,,,,
16462,4,3,5,4,,,,
16463,4,3,4,2,,,,
16464,4,4,5,1,,,,
16465,4,4,4,4,,,,
16466,3,3,4,5,,,,
16467,1,1,5,1,,,,
16468,2,3,5,1,,,,
16469,4,3,4,5,,,,
16470,2,2,5,2,,,,
16471,4,4,5,4,,,,
16472,4,3,3,5,,,,
16473,4,3,5,2,,,,
16474,3,3,4,1,,,,
16475,2,1,5,2,,,,
16476,3,3,4,4,,,,
16477,4,4,5,2,,,,
16478,4,2,5,1,,,,
16479,3,3,4,4,,,,
16480,2,3,5,4,,,,
16481,2,4,4,1,,,,
16482,4,2,5,4,,,,
16483,2,2,2,2,,,,
16484,4,3,4,5,,,,
16485,4,1,4,5,,,,
16486,2,3,5,2,,,,
16487,2,2,4,5,,,,
16488,3,3,2,2,,,,
16489,1,1,5,2,,,,
16490,2,1,4,2,,,,
16491,4,3,4,4,,,,
16492,2,2,1,5,,,,
16493,4,4,5,5,,,,
16494,4,4,4,3,,,,
16495,4,3,4,4,,,,
16496,4,2,4,5,,,,
16497,4,4,5,4,,,,
16498,2,2,4,2,,,,
16499,4,1,4,1,,,,
16500,2,2,5,1,,,,
16501,2,2,4,4,,,,
16502,4,4,4,4,,,,
16503,1,4,4,2,,,,
16504,4,3,4,1,,,,
16505,4,3,4,4,,,,
16506,2,2,2,5,,,,
16507,4,4,4,1,,,,
16508,3,2,5,1,,,,
16509,3,3,2,5,,,,
16510,2,2,4,2,,,,
16511,3,3,2,4,,,,
16512,4,3,4,5,,,,
16513,4,4,4,2,,,,
16514,4,4,4,1,,,,
16515,3,3,4,2,,,,
16516,3,3,5,4,,,,
16517,2,3,5,2,,,,
16518,4,5,5,1,,,,
16519,4,4,5,4,,,,
16520,2,2,5,4,,,,
16521,4,3,4,1,,,,
16522,4,4,4,4,,,,
16523,2,2,4,2,,,,
16524,4,5,5,5,,,,
16525,4,4,4,5,,,,
16526,4,3,5,2,,,,
16527,2,1,4,5,,,,
16528,2,2,4,2,,,,
16529,4,3,2,2,,,,
16530,2,4,4,2,,,,
16531,2,2,5,4,,,,
16532,2,2,2,5,,,,
16533,4,3,4,5,,,,
16534,4,4,4,3,,,,
16535,3,3,4,4,,,,
16536,4,4,4,5,,,,
16537,2,2,4,4,,,,
16538,1,1,1,2,,,,
16539,4,4,4,1,,,,
16540,2,2,5,1,,,,
16541,4,3,3,4,,,,
16542,4,3,4,4,,,,
16543,2,3,5,2,,,,
16544,4,4,4,1,,,,
16545,3,3,4,4,,,,
16546,4,5,4,5,,,,
16547,4,2,2,1,,,,
16548,4,4,5,1,,,,
16549,2,1,2,5,,,,
16550,2,2,5,2,,,,
16551,4,3,3,4,,,,
16552,4,2,4,5,,,,
16553,1,1,4,2,,,,
16554,2,2,2,1,,,,
16555,4,2,4,2,,,,
16556,2,2,4,4,,,,
16557,2,3,2,2,,,,
16558,2,1,5,1,,,,
16559,2,2,5,4,,,,
16560,2,2,4,4,,,,
16561,3,3,4,1,,,,
16562,4,3,4,4,,,,
16563,4,4,5,2,,,,
16564,4,2,4,5,,,,
16565,4,3,4,5,,,,
16566,2,2,4,2,,,,
16567,4,3,4,5,,,,
16568,4,3,3,2,,,,
16569,4,5,4,2,,,,
16570,4,2,5,2,,,,
16571,4,3,5,4,,,,
16572,2,2,4,5,,,,
16573,2,2,5,5,,,,
16574,4,3,5,3,,,,
16575,4,4,5,4,,,,
16576,2,3,4,5,,,,
16577,4,3,4,4,,,,
16578,3,3,3,2,,,,
16579,4,2,4,3,,,,
16580,4,4,4,4,,,,
16581,4,3,4,5,,,,
16582,2,3,5,4,,,,
16583,4,3,5,2,,,,
16584,2,1,1,1,,,,
16585,2,2,4,1,,,,
16586,2,2,5,4,,,,
16587,2,2,5,4,,,,
16588,4,4,4,2,,,,
16589,5,5,4,1,,,,
16590,2,2,2,4,,,,
16591,4,4,2,3,,,,
16592,3,3,2,4,,,,
16593,2,3,4,5,,,,
16594,2,2,5,4,,,,
16595,3,3,2,2,,,,
16596,4,3,4,1,,,,
16597,4,4,4,1,,,,
16598,4,4,5,4,,,,
16599,4,4,5,4,,,,
16600,4,4,5,2,,,,
16601,2,2,1,1,,,,
16602,2,2,5,4,,,,
16603,4,3,4,3,,,,
16604,2,2,5,4,,,,
16605,2,1,4,5,,,,
16606,4,3,5,4,,,,
16607,2,2,1,2,,,,
16608,4,4,2,1,,,,
16609,4,3,4,1,,,,
16610,4,4,3,4,,,,
16611,4,3,4,4,,,,
16612,4,3,4,2,,,,
16613,4,4,4,1,,,,
16614,2,2,4,1,,,,
16615,4,3,5,4,,,,
16616,5,4,5,4,,,,
16617,2,3,4,2,,,,
16618,4,4,2,1,,,,
16619,4,5,4,4,,,,
16620,4,3,5,5,,,,
16621,2,3,5,1,,,,
16622,2,2,5,1,,,,
16623,2,2,4,5,,,,
16624,4,2,5,2,,,,
16625,4,2,5,4,,,,
16626,4,3,5,5,,,,
16627,3,3,4,2,,,,
16628,4,4,4,1,,,,
16629,2,3,4,2,,,,
16630,2,3,4,4,,,,
16631,5,5,5,2,,,,
16632,4,4,5,1,,,,
16633,4,4,4,4,,,,
16634,4,5,4,4,,,,
16635,2,5,5,1,,,,
16636,4,4,5,4,,,,
16637,4,4,5,2,,,,
16638,2,4,2,5,,,,
16639,2,2,4,5,,,,
16640,2,3,4,2,,,,
16641,3,3,4,5,,,,
16642,2,2,1,2,,,,
16643,4,3,5,2,,,,
16644,2,2,2,2,,,,
16645,2,3,2,4,,,,
16646,2,4,2,5,,,,
16647,2,4,2,5,,,,
16648,3,3,4,3,,,,
16649,2,3,3,4,,,,
16650,2,2,4,5,,,,
16651,2,4,2,4,,,,
16652,4,4,5,2,,,,
16653,4,3,2,1,,,,
16654,2,3,4,1,,,,
16655,4,5,5,4,,,,
16656,1,2,5,4,,,,
16657,4,4,5,2,,,,
16658,4,4,5,1,,,,
16659,2,3,2,4,,,,
16660,4,3,4,5,,,,
16661,2,4,5,1,,,,
16662,2,1,2,1,,,,
16663,2,4,4,5,,,,
16664,2,2,2,2,,,,
16665,2,2,4,4,,,,
16666,2,4,4,5,,,,
16667,2,2,4,2,,,,
16668,3,3,4,1,,,,
16669,5,5,5,2,,,,
16670,4,3,3,4,,,,
16671,4,4,4,2,,,,
16672,2,5,1,1,,,,
16673,4,3,4,4,,,,
16674,4,3,4,4,,,,
16675,4,3,3,1,,,,
16676,2,2,2,4,,,,
16677,4,5,5,2,,,,
16678,4,4,5,5,,,,
16679,1,1,1,5,,,,
16680,2,2,4,2,,,,
16681,4,3,4,5,,,,
16682,4,4,4,2,,,,
16683,4,3,4,2,,,,
16684,4,5,4,2,,,,
16685,4,3,4,4,,,,
16686,2,3,5,5,,,,
16687,2,5,4,5,,,,
16688,4,3,4,3,,,,
16689,1,5,5,4,,,,
16690,4,3,3,5,,,,
16691,4,4,4,4,,,,
16692,1,1,2,2,,,,
16693,4,4,4,1,,,,
16694,4,5,5,1,,,,
16695,3,3,2,4,,,,
16696,2,2,4,4,,,,
16697,2,2,4,2,,,,
16698,4,3,2,1,,,,
16699,2,1,2,4,,,,
16700,3,4,4,5,,,,
16701,4,3,4,1,,,,
16702,4,3,4,1,,,,
16703,4,4,2,5,,,,
16704,2,3,5,2,,,,
16705,4,4,4,4,,,,
16706,4,2,5,5,,,,
16707,4,5,4,2,,,,
16708,2,3,4,1,,,,
16709,3,3,4,2,,,,
16710,4,3,5,4,,,,
16711,4,2,5,2,,,,
16712,2,5,1,1,,,,
16713,2,2,4,4,,,,
16714,4,3,5,4,,,,
16715,4,3,5,1,,,,
16716,2,3,4,4,,,,
16717,2,4,2,2,,,,
16718,5,5,5,5,,,,
16719,4,3,5,5,,,,
16720,2,3,4,2,,,,
16721,4,5,5,5,,,,
16722,4,3,2,2,,,,
16723,1,1,1,2,,,,
16724,2,2,5,2,,,,
16725,1,1,1,4,,,,
16726,2,2,5,5,,,,
16727,5,4,2,5,,,,
16728,5,4,4,3,,,,
16729,4,5,5,4,,,,
16730,2,2,5,5,,,,
16731,4,4,4,4,,,,
16732,4,4,5,2,,,,
16733,4,2,2,1,,,,
16734,3,3,5,1,,,,
16735,2,2,2,4,,,,
16736,2,2,5,4,,,,
16737,2,3,5,2,,,,
16738,2,2,5,1,,,,
16739,4,3,4,4,,,,
16740,3,3,3,5,,,,
16741,4,3,4,1,,,,
16742,4,3,4,1,,,,
16743,2,2,2,5,,,,
16744,4,3,4,2,,,,
16745,4,4,5,4,,,,
16746,2,3,4,5,,,,
16747,4,4,4,2,,,,
16748,3,3,3,1,,,,
16749,4,5,5,2,,,,
16750,4,2,4,4,,,,
16751,2,2,4,2,,,,
16752,3,3,2,1,,,,
16753,4,2,5,4,,,,
16754,4,4,1,4,,,,
16755,3,3,2,1,,,,
16756,4,5,2,4,,,,
16757,4,3,4,2,,,,
16758,4,5,4,5,,,,
16759,4,4,4,5,,,,
16760,2,2,5,2,,,,
16761,4,3,4,5,,,,
16762,4,5,5,2,,,,
16763,2,2,2,2,,,,
16764,4,4,4,2,,,,
16765,4,4,4,4,,,,
16766,3,3,5,5,,,,
16767,4,4,4,5,,,,
16768,4,3,5,3,,,,
16769,2,2,1,4,,,,
16770,5,5,5,5,,,,
16771,3,3,2,4,,,,
16772,4,3,3,2,,,,
16773,4,3,4,3,,,,
16774,4,4,4,4,,,,
16775,3,3,4,5,,,,
16776,4,3,4,4,,,,
16777,4,4,4,2,,,,
16778,5,5,5,1,,,,
16779,3,3,2,1,,,,
16780,4,4,1,4,,,,
16781,4,4,5,4,,,,
16782,2,2,2,2,,,,
16783,2,2,2,1,,,,
16784,2,2,5,4,,,,
16785,4,3,4,3,,,,
16786,3,3,4,4,,,,
16787,4,4,4,5,,,,
16788,4,5,5,4,,,,
16789,4,3,5,2,,,,
16790,2,3,4,1,,,,
16791,3,3,4,1,,,,
16792,3,3,2,4,,,,
16793,4,3,4,4,,,,
16794,3,3,1,2,,,,
16795,4,2,4,1,,,,
16796,3,3,2,4,,,,
16797,4,3,4,3,,,,
16798,4,5,5,4,,,,
16799,4,3,4,5,,,,
16800,4,3,5,4,,,,
16801,2,2,4,2,,,,
16802,4,3,5,1,,,,
16803,3,4,4,1,,,,
16804,4,5,4,4,,,,
16805,4,3,4,4,,,,
16806,4,4,4,2,,,,
16807,2,2,4,1,,,,
16808,2,2,4,1,,,,
16809,4,3,4,4,,,,
16810,5,5,5,4,,,,
16811,4,4,5,2,,,,
16812,4,2,5,1,,,,
16813,4,4,4,4,,,,
16814,2,3,2,5,,,,
16815,4,4,2,1,,,,
16816,2,2,2,1,,,,
16817,2,2,1,5,,,,
16818,2,2,5,2,,,,
16819,4,4,5,4,,,,
16820,2,2,5,5,,,,
16821,2,2,5,2,,,,
16822,3,3,4,1,,,,
16823,5,5,5,2,,,,
16824,3,3,4,4,,,,
16825,2,2,1,2,,,,
16826,4,1,1,1,,,,
16827,4,3,2,4,,,,
16828,2,2,1,4,,,,
16829,3,2,2,1,,,,
16830,4,4,2,4,,,,
16831,4,4,4,2,,,,
16832,2,3,4,5,,,,
16833,4,4,4,5,,,,
16834,2,2,2,2,,,,
16835,2,3,5,5,,,,
16836,3,3,5,2,,,,
16837,2,3,2,2,,,,
16838,4,5,4,2,,,,
16839,5,5,4,4,,,,
16840,3,2,2,5,,,,
16841,4,4,4,5,,,,
16842,5,5,5,3,,,,
16843,4,4,4,4,,,,
16844,1,1,1,5,,,,
16845,2,2,5,4,,,,
16846,2,2,5,2,,,,
16847,3,2,2,1,,,,
16848,4,4,4,1,,,,
16849,2,2,4,4,,,,
16850,4,3,4,4,,,,
16851,4,3,5,2,,,,
16852,4,3,5,1,,,,
16853,2,3,4,4,,,,
16854,5,5,4,5,,,,
16855,2,3,4,1,,,,
16856,2,2,2,1,,,,
16857,5,5,5,5,,,,
16858,2,4,2,2,,,,
16859,4,5,5,4,,,,
16860,3,3,2,5,,,,
16861,2,2,4,2,,,,
16862,4,3,3,1,,,,
16863,2,3,2,2,,,,
16864,2,2,4,4,,,,
16865,5,1,1,2,,,,
16866,4,3,4,1,,,,
16867,2,3,4,4,,,,
16868,4,3,3,4,,,,
16869,2,3,4,1,,,,
16870,2,4,5,4,,,,
16871,4,4,4,2,,,,
16872,4,5,5,5,,,,
16873,2,2,4,5,,,,
16874,4,3,4,2,,,,
16875,2,3,5,5,,,,
16876,3,2,1,2,,,,
16877,4,3,2,2,,,,
16878,2,2,4,2,,,,
16879,4,4,4,4,,,,
16880,2,2,2,5,,,,
16881,2,2,5,5,,,,
16882,4,2,4,3,,,,
16883,4,3,4,4,,,,
16884,2,2,5,5,,,,
16885,3,3,3,4,,,,
16886,1,4,1,2,,,,
16887,4,2,2,1,,,,
16888,2,4,4,1,,,,
16889,4,4,4,4,,,,
16890,3,3,4,4,,,,
16891,3,3,4,2,,,,
16892,2,2,4,1,,,,
