Audio,Darwin,Josefina,Richard,Sayuri
16254,4,4,4,1
16255,3,3,2,4
16256,2,3,2,1
16257,2,5,4,4
16258,3,3,3,5
16259,2,4,4,1
16260,4,3,2,1
16261,5,5,5,5
16262,4,4,2,1
16263,3,3,4,1
16264,4,4,2,4
16265,5,5,4,1
16266,2,3,2,2
16267,4,4,4,2
16268,5,5,5,2
16269,1,2,2,2
16270,4,5,4,1
16271,5,5,5,4
16272,2,2,2,3
16273,4,4,4,2
16274,5,5,5,4
16275,2,2,2,1
16276,2,3,2,5
16277,4,3,2,5
16278,3,3,2,2
16279,5,4,4,5
16280,2,3,2,2
16281,4,4,2,2
16282,2,4,1,1
16283,4,4,2,4
16284,4,5,4,5
16285,4,2,2,4
16286,3,4,4,3
16287,2,3,2,4
16288,2,4,1,4
16289,3,3,2,4
16290,4,4,2,2
16291,5,5,5,4
16292,2,2,4,1
16293,5,5,4,4
16294,4,5,5,1
16295,5,5,5,4
16296,4,3,2,1
16297,5,5,4,4
16298,3,3,2,5
16299,4,5,4,1
16300,2,5,5,1
16301,5,5,4,5
16302,2,3,2,1
16303,5,5,5,1
16304,2,3,2,4
16305,2,3,2,1
16306,1,2,2,2
16307,2,4,2,2
16308,2,4,2,2
16309,1,4,2,2
16310,2,4,4,1
16311,4,4,2,4
16312,2,4,2,3
16313,4,5,1,2
16314,4,3,2,4
16315,5,5,4,1
16316,3,3,2,5
16317,4,5,4,5
16318,4,4,1,2
16319,4,4,2,5
16320,4,4,2,2
16321,4,4,4,2
16322,5,5,5,1
16323,4,3,1,4
16324,2,3,2,5
16325,4,4,2,4
16326,3,4,2,3
16327,4,3,2,4
16328,4,4,2,4
16329,4,5,4,4
16330,2,4,3,2
16331,2,4,2,4
16332,4,4,4,1
16333,4,4,2,4
16334,5,5,5,1
16335,4,5,5,4
16336,2,3,2,1
16337,2,4,2,4
16338,2,3,4,5
16339,4,3,4,1
16340,2,3,4,1
16341,2,2,1,5
16342,5,5,4,1
16343,3,2,2,1
16344,4,4,4,4
16345,4,3,4,1
16346,1,4,2,2
16347,2,3,4,2
16348,5,5,4,2
16349,5,4,2,2
16350,3,3,4,1
16351,5,4,4,4
16352,4,4,2,3
16353,2,2,1,2
16354,5,5,5,4
16355,5,5,5,1
16356,3,4,2,5
16357,4,3,4,5
16358,4,4,2,2
16359,3,3,4,5
16360,1,4,2,2
16361,2,4,2,2
16362,5,5,5,1
16363,2,4,3,4
16364,2,3,2,5
16365,4,4,2,4
16366,3,3,3,3
16367,5,5,5,4
16368,1,2,2,4
16369,4,5,4,4
16370,2,2,3,2
16371,1,4,1,3
16372,4,4,4,4
16373,5,5,5,4
16374,5,5,2,4
16375,4,5,5,2
16376,4,3,2,4
16377,2,4,2,1
16378,5,5,5,4
16379,2,1,2,1
16380,4,4,4,4
16381,4,4,1,1
16382,5,5,4,4
16383,4,2,4,3
16384,4,4,4,4
16385,5,5,5,4
16386,2,3,2,4
16387,5,5,4,2
16388,2,3,2,4
16389,5,4,2,1
16390,2,4,1,4
16391,1,2,1,1
16392,3,1,1,4
16393,4,4,2,1
16394,4,4,4,4
16395,2,4,1,3
16396,5,5,5,4
16397,3,3,4,4
16398,2,3,2,4
16399,5,5,4,2
16400,3,4,2,4
16401,4,3,2,1
16402,4,3,3,4
16403,5,5,5,1
16404,2,2,2,4
16405,2,3,2,1
16406,4,5,4,4
16407,5,5,4,3
16408,2,3,3,4
16409,4,4,4,4
16410,4,3,2,4
16411,3,3,2,2
16412,3,3,2,4
16413,5,5,5,1
16414,5,5,5,4
16415,5,5,5,1
16416,5,4,2,4
16417,5,5,4,1
16418,2,4,2,4
16419,4,4,2,4
16420,5,5,5,1
16421,4,4,1,4
16422,5,5,5,1
16423,4,3,2,4
16424,5,5,2,1
16425,4,3,2,4
16426,4,4,2,5
16427,3,3,4,1
16428,5,4,4,1
16429,1,2,2,5
16430,2,2,2,1
16431,4,4,4,1
16432,1,4,1,4
16433,4,5,2,1
16434,4,4,2,2
16435,4,4,2,2
16436,4,4,2,2
16437,4,4,4,2
16438,3,3,2,1
16439,4,3,3,4
16440,3,3,4,3
16441,5,5,4,2
16442,5,5,5,4
16443,4,5,4,1
16444,4,4,4,5
16445,2,4,2,5
16446,2,3,2,2
16447,4,4,2,5
16448,2,2,2,2
16449,5,4,2,2
16450,4,4,2,1
16451,2,3,3,4
16452,1,4,2,5
16453,3,3,2,4
16454,5,5,5,3
16455,4,2,2,4
16456,2,4,1,4
16457,4,4,2,4
16458,2,2,2,2
16459,4,4,1,4
16460,5,5,5,1
16461,2,3,1,4
16462,2,3,1,1
16463,2,4,2,4
16464,2,2,1,1
16465,5,5,4,4
16466,3,3,2,5
16467,5,5,5,1
16468,2,4,1,1
16469,2,3,2,5
16470,4,2,1,1
16471,4,4,1,1
16472,2,3,3,4
16473,4,3,1,1
16474,3,3,2,2
16475,5,5,5,2
16476,3,3,1,2
16477,2,4,1,2
16478,2,4,1,1
16479,3,3,4,4
16480,2,3,2,3
16481,4,4,2,2
16482,2,5,1,4
16483,2,2,4,1
16484,2,3,2,5
16485,4,2,2,5
16486,2,3,1,2
16487,1,2,1,5
16488,3,3,4,2
16489,5,5,5,2
16490,5,4,2,1
16491,4,3,2,4
16492,5,4,5,5
16493,4,5,5,4
16494,5,5,2,3
16495,4,3,2,4
16496,2,4,2,4
16497,5,5,5,4
16498,2,4,3,2
16499,2,1,2,4
16500,2,3,1,1
16501,2,2,2,4
16502,4,4,2,1
16503,5,5,4,4
16504,2,3,2,1
16505,4,3,2,4
16506,4,5,4,5
16507,5,5,2,1
16508,3,4,1,1
16509,3,3,4,5
16510,2,4,2,1
16511,3,3,4,1
16512,4,3,3,4
16513,4,4,2,1
16514,2,2,3,2
16515,3,3,2,2
16516,3,3,2,2
16517,2,3,1,2
16518,5,5,5,1
16519,4,4,2,4
16520,2,2,1,3
16521,2,3,2,2
16522,4,5,4,4
16523,4,4,4,1
16524,5,5,5,5
16525,2,2,2,5
16526,2,3,1,2
16527,4,4,4,5
16528,4,4,2,2
16529,4,3,3,2
16530,4,5,4,1
16531,2,2,1,4
16532,2,4,5,5
16533,4,3,4,4
16534,5,4,2,3
16535,3,3,2,4
16536,5,5,4,4
16537,5,5,4,4
16538,5,5,5,2
16539,4,4,2,4
16540,2,4,1,1
16541,4,3,3,4
16542,2,3,2,1
16543,2,3,1,4
16544,4,4,4,1
16545,3,3,2,4
16546,5,5,4,5
16547,4,4,4,1
16548,4,5,1,1
16549,5,5,4,5
16550,4,5,5,1
16551,2,3,3,1
16552,4,4,2,4
16553,5,5,3,1
16554,5,5,4,2
16555,2,2,2,2
16556,2,2,4,2
16557,1,4,4,2
16558,5,4,1,1
16559,2,4,5,4
16560,4,4,4,3
16561,3,3,2,2
16562,2,2,2,4
16563,4,5,5,1
16564,4,5,4,5
16565,4,3,2,5
16566,4,4,1,2
16567,2,3,3,5
16568,2,3,3,2
16569,4,5,4,2
16570,2,2,1,1
16571,2,2,2,4
16572,2,2,2,5
16573,2,2,1,4
16574,2,3,1,3
16575,4,4,2,4
16576,2,3,3,4
16577,2,3,3,4
16578,3,3,3,2
16579,5,4,1,3
16580,4,4,3,4
16581,2,3,2,4
16582,2,3,1,4
16583,4,3,1,2
16584,5,5,5,4
16585,2,4,2,1
16586,2,2,1,4
16587,5,4,1,1
16588,5,5,2,4
16589,5,5,4,1
16590,4,4,4,4
16591,4,5,4,3
16592,3,3,4,4
16593,2,3,2,4
16594,2,4,1,4
16595,3,3,4,2
16596,2,3,2,4
16597,5,5,4,1
16598,2,5,1,4
16599,2,5,1,1
16600,5,5,5,4
16601,4,5,5,1
16602,2,2,1,4
16603,5,4,4,3
16604,2,4,1,4
16605,4,5,4,4
16606,4,2,1,4
16607,4,4,5,2
16608,2,4,4,4
16609,2,3,4,1
16610,2,4,3,4
16611,4,3,2,1
16612,4,4,4,4
16613,4,4,2,4
16614,4,4,4,1
16615,2,3,1,4
16616,5,5,5,1
16617,4,3,1,4
16618,4,5,4,1
16619,4,5,4,4
16620,4,3,1,5
16621,2,3,1,1
16622,1,2,1,1
16623,4,4,4,5
16624,4,4,1,1
16625,2,2,1,1
16626,4,3,3,4
16627,3,4,2,1
16628,5,5,4,2
16629,2,3,2,2
16630,2,3,2,2
16631,5,5,5,2
16632,4,4,1,1
16633,4,4,2,4
16634,5,5,4,3
16635,5,5,5,2
16636,2,5,1,4
16637,5,3,1,1
16638,4,5,5,5
16639,2,4,2,5
16640,2,3,2,2
16641,3,3,2,5
16642,4,5,5,2
16643,4,2,1,2
16644,4,4,4,1
16645,4,5,4,4
16646,4,5,4,5
16647,2,4,4,4
16648,3,3,2,3
16649,2,3,3,4
16650,2,2,2,4
16651,5,5,4,4
16652,5,5,5,2
16653,2,3,4,4
16654,2,3,2,1
16655,5,5,5,4
16656,5,5,5,1
16657,5,5,5,4
16658,2,4,2,1
16659,4,4,4,4
16660,2,3,1,5
16661,2,4,1,1
16662,4,5,4,1
16663,4,4,2,5
16664,5,4,4,1
16665,2,4,2,1
16666,5,5,4,4
16667,4,4,2,1
16668,3,3,2,2
16669,5,5,5,2
16670,2,3,3,2
16671,5,5,3,2
16672,5,5,5,1
16673,4,3,2,4
16674,4,3,2,3
16675,2,3,3,2
16676,4,4,4,4
16677,5,5,5,1
16678,4,5,4,5
16679,5,5,5,5
16680,2,4,2,2
16681,4,3,3,5
16682,4,3,2,2
16683,4,3,2,2
16684,5,5,4,1
16685,2,3,2,4
16686,4,3,1,5
16687,5,5,5,4
16688,4,3,2,3
16689,5,5,5,4
16690,4,3,3,4
16691,4,5,2,4
16692,5,5,4,2
16693,5,5,4,4
16694,5,5,5,1
16695,3,3,2,4
16696,2,5,4,1
16697,4,4,1,4
16698,2,3,4,1
16699,4,5,4,4
16700,3,4,2,5
16701,4,3,2,1
16702,4,3,2,1
16703,5,5,4,5
16704,2,3,1,1
16705,5,5,4,1
16706,2,2,1,4
16707,5,5,4,1
16708,4,3,2,2
16709,3,3,2,2
16710,2,2,1,2
16711,4,4,1,2
16712,5,5,5,1
16713,4,4,2,4
16714,2,3,1,3
16715,2,3,1,2
16716,4,4,1,4
16717,5,4,4,1
16718,5,5,5,5
16719,2,3,1,5
16720,2,3,2,2
16721,5,5,5,5
16722,2,3,4,2
16723,5,5,4,2
16724,4,2,1,1
16725,5,5,5,4
16726,4,2,1,5
16727,5,5,4,4
16728,5,5,4,3
16729,5,5,5,4
16730,4,4,1,4
16731,5,5,2,4
16732,4,3,2,2
16733,5,5,4,4
16734,3,3,1,1
16735,2,2,4,4
16736,2,4,1,1
16737,1,3,1,4
16738,2,4,1,1
16739,2,3,2,4
16740,3,3,3,5
16741,2,3,1,1
16742,2,3,2,1
16743,2,4,2,5
16744,4,3,2,1
16745,5,5,5,1
16746,2,2,2,4
16747,5,5,4,1
16748,3,4,3,2
16749,5,5,5,2
16750,4,5,3,2
16751,2,3,2,2
16752,3,3,4,1
16753,4,5,1,4
16754,5,5,5,3
16755,3,3,4,2
16756,4,5,4,4
16757,4,3,2,1
16758,5,5,4,5
16759,5,5,4,5
16760,2,4,1,2
16761,4,3,2,5
16762,5,5,5,2
16763,4,4,4,2
16764,4,4,2,1
16765,4,4,4,4
16766,3,3,1,5
16767,4,4,2,4
16768,4,3,1,3
16769,5,5,5,4
16770,5,5,5,4
16771,3,3,4,4
16772,2,3,3,2
16773,4,3,2,3
16774,4,4,2,4
16775,3,4,2,4
16776,2,3,2,4
16777,5,5,4,2
16778,5,5,5,4
16779,3,3,4,1
16780,4,5,4,4
16781,4,5,1,1
16782,4,4,4,4
16783,5,5,4,1
16784,4,4,1,4
16785,2,3,1,3
16786,3,3,3,4
16787,4,5,2,4
16788,5,5,4,4
16789,2,3,1,2
16790,2,3,2,4
16791,3,3,3,1
16792,3,3,4,4
16793,2,3,2,1
16794,3,4,4,4
16795,2,4,1,1
16796,3,4,4,4
16797,4,3,2,3
16798,5,5,5,4
16799,4,3,2,4
16800,2,3,1,4
16801,2,4,2,2
16802,2,3,1,4
16803,3,3,2,1
16804,5,5,4,4
16805,4,3,2,1
16806,5,5,4,4
16807,2,2,3,4
16808,2,4,2,1
16809,4,4,4,4
16810,5,5,5,1
16811,4,5,2,4
16812,2,4,1,1
16813,2,3,2,4
16814,4,4,4,5
16815,4,5,4,1
16816,4,5,4,1
16817,4,4,5,5
16818,2,4,1,1
16819,2,4,1,1
16820,2,4,1,4
16821,4,5,1,1
16822,3,3,1,2
16823,5,5,5,2
16824,3,3,4,2
16825,2,4,5,2
16826,5,5,5,1
16827,5,4,4,4
16828,4,5,2,3
16829,3,4,4,2
16830,4,5,4,4
16831,2,4,2,1
16832,2,3,2,5
16833,4,5,2,5
16834,4,4,2,2
16835,2,3,1,5
16836,3,3,1,2
16837,2,3,4,2
16838,5,5,4,1
16839,5,5,4,4
16840,3,4,4,5
16841,4,4,2,4
16842,5,5,5,3
16843,4,4,2,4
16844,5,5,5,4
16845,2,4,1,4
16846,2,4,1,2
16847,3,4,4,4
16848,4,5,2,1
16849,4,5,2,4
16850,2,3,2,1
16851,4,3,1,4
16852,2,3,1,1
16853,2,4,2,4
16854,5,5,4,5
16855,4,3,2,1
16856,4,4,4,1
16857,5,5,5,5
16858,5,5,4,1
16859,5,5,5,1
16860,3,3,4,4
16861,2,4,2,1
16862,4,3,3,2
16863,2,3,4,2
16864,2,5,2,2
16865,5,5,5,2
16866,2,3,2,1
16867,2,3,2,4
16868,2,3,3,3
16869,2,3,2,2
16870,4,5,4,4
16871,4,4,2,1
16872,5,5,2,5
16873,4,4,2,5
16874,2,3,3,2
16875,4,4,1,5
16876,3,4,5,2
16877,2,3,4,2
16878,2,4,2,1
16879,2,4,2,4
16880,2,4,4,5
16881,2,4,1,4
16882,2,4,2,3
16883,2,3,2,4
16884,4,4,1,4
16885,3,3,3,4
16886,5,3,5,2
16887,4,4,4,4
16888,4,5,4,1
16889,4,5,2,4
16890,3,3,1,1
16891,3,3,2,4
16892,5,4,1,1
16893,2,4,2,4
16894,1,2,4,5
16895,5,5,5,1
16896,4,4,4,1
16897,1,2,2,5
16898,4,4,2,1
16899,5,5,4,1
16900,5,5,5,4
16901,2,3,2,1
16902,2,3,2,2
16903,2,3,2,2
16904,4,4,4,2
16905,2,3,2,2
16906,2,4,4,1
16907,2,2,2,4
16908,4,5,5,3
16909,2,3,2,2
16910,2,4,3,4
16911,4,3,2,1
16912,4,5,2,5
16913,3,3,3,5
16914,2,3,2,2
16915,2,4,4,5
16916,4,5,4,2
16917,2,3,2,2
16918,2,5,2,1
16919,4,3,4,4
16920,4,3,2,5
16921,4,4,2,4
16922,3,3,2,3
16923,5,5,5,4
16924,3,3,3,4
16925,4,3,2,4
16926,2,2,2,2
16927,4,5,4,4
16928,2,4,2,1
16929,5,5,5,4
16930,5,5,2,1
16931,4,3,2,4
16932,5,5,4,1
16933,4,4,2,4
16934,3,3,2,5
16935,4,5,5,1
16936,4,4,4,1
16937,4,3,3,5
16938,2,4,2,1
16939,2,2,1,1
16940,2,4,2,4
16941,2,3,2,1
16942,2,5,4,2
16943,1,2,2,2
16944,1,2,1,2
16945,4,4,2,2
16946,2,3,2,1
16947,3,3,4,4
16948,5,4,4,3
16949,4,3,2,2
16950,2,3,2,4
16951,5,5,4,1
16952,5,5,4,5
16953,4,4,2,5
16954,2,3,2,2
16955,2,3,2,5
16956,4,5,4,2
16957,5,5,5,2
16958,2,3,3,1
16959,4,2,1,4
16960,2,5,2,5
16961,2,4,2,4
16962,1,4,2,3
16963,5,5,5,4
16964,4,4,4,4
16965,2,3,1,4
16966,5,4,2,2
16967,4,4,1,3
16968,2,3,1,4
16969,2,3,1,4
16970,2,3,1,4
16971,4,3,2,2
16972,5,5,4,4
16973,4,4,1,1
16974,4,3,2,4
16975,2,3,2,1
16976,4,4,4,4
16977,3,3,1,1
16978,4,4,2,4
16979,4,4,4,3
16980,3,4,1,4
16981,2,3,4,4
16982,2,3,1,4
16983,4,4,2,2
16984,3,3,1,4
16985,4,4,2,1
16986,2,4,2,4
16987,4,3,2,1
16988,5,5,4,4
16989,2,3,2,1
16990,5,5,4,4
16991,4,4,4,3
16992,2,3,1,4
16993,2,4,2,4
16994,2,4,1,4
16995,4,4,2,2
16996,4,4,4,4
16997,5,4,4,1
16998,5,5,5,4
16999,4,5,2,1
17000,4,2,1,4
17001,4,4,1,4
17002,4,2,1,1
17003,5,5,4,4
17004,5,4,4,1
17005,4,4,2,4
17006,4,3,3,1
17007,4,4,1,4
17008,3,3,4,5
17009,2,3,2,1
17010,5,5,5,1
17011,4,4,3,5
17012,3,3,4,1
17013,5,5,2,1
17014,3,3,2,4
17015,2,3,1,1
17016,4,3,2,2
17017,5,4,2,2
17018,4,4,4,2
17019,4,4,2,2
17020,5,4,4,1
17021,4,4,2,4
17022,5,4,1,3
17023,5,5,4,2
17024,4,3,1,4
17025,2,3,2,1
17026,2,3,2,5
17027,2,3,3,5
17028,4,4,2,2
17029,5,5,4,5
17030,4,3,2,2
17031,4,3,2,2
17032,2,3,1,1
17033,4,4,4,4
17034,4,4,2,5
17035,5,5,5,4
17036,4,4,2,3
17037,4,3,2,4
17038,2,4,1,4
17039,4,4,1,4
17040,2,4,1,2
17041,4,4,4,4
17042,4,3,2,1
17043,2,3,2,4
17044,4,4,4,1
17045,2,4,2,4
17046,2,3,2,1
17047,2,3,2,4
17048,2,4,1,5
17049,2,3,2,1
17050,4,4,3,1
17051,2,3,2,5
17052,4,4,2,1
17053,5,5,5,1
17054,5,4,2,4
17055,4,2,1,1
17056,4,4,4,2
17057,4,5,4,2
17058,5,4,4,2
17059,4,4,2,2
17060,4,4,2,1
17061,4,4,2,4
17062,4,3,1,3
17063,5,5,5,2
17064,2,4,1,4
17065,4,3,2,1
17066,5,5,4,5
17067,4,4,4,5
17068,4,4,1,2
17069,2,3,2,5
17070,2,4,4,2
17071,2,2,2,2
17072,4,3,2,1
17073,2,4,5,4
17074,2,3,1,5
17075,5,5,4,4
17076,2,4,1,3
17077,3,3,2,4
17078,4,4,1,4
17079,4,3,2,4
17080,5,5,4,2
17081,5,5,4,4
17082,4,4,4,1
17083,4,4,2,4
17084,4,4,2,1
17085,2,3,3,4
17086,4,4,1,1
17087,4,4,4,4
17088,2,4,1,5
17089,1,4,4,1
17090,5,4,4,1
17091,5,4,2,5
17092,4,5,3,1
17093,5,5,4,1
17094,2,3,1,4
17095,5,5,4,1
17096,2,3,3,2
17097,3,4,4,2
17098,2,3,1,2
17099,5,5,4,2
17100,2,3,1,1
17101,4,4,4,4
17102,2,4,4,3
17103,4,5,4,2
17104,5,5,4,4
17105,2,1,1,1
17106,2,2,2,5
17107,4,3,2,5
17108,2,3,4,2
17109,2,3,2,5
17110,3,3,4,2
17111,4,4,4,2
17112,5,5,5,1
17113,5,5,4,4
17114,4,3,2,5
17115,2,4,1,4
17116,4,4,4,3
17117,3,3,4,4
17118,4,2,1,4
17119,5,5,4,4
17120,5,4,5,2
17121,2,4,4,4
17122,2,3,3,1
17123,4,4,2,4
17124,4,4,4,1
17125,2,3,1,4
17126,5,4,2,1
17127,4,4,1,4
17128,4,4,5,5
17129,5,5,5,1
17130,4,3,1,1
17131,2,3,1,5
17132,3,3,4,1
17133,5,5,5,1
17134,2,3,4,4
17135,5,5,5,1
17136,2,4,1,2
17137,4,4,2,2
17138,4,4,1,2
17139,3,3,1,2
17140,4,4,1,1
17141,5,5,5,4
17142,2,3,1,3
17143,4,3,2,2
17144,4,2,1,4
17145,5,5,5,1
17146,4,3,4,5
17147,3,4,4,5
17148,2,4,2,2
17149,5,5,4,5
17150,3,3,4,2
17151,2,3,2,2
17152,3,3,3,1
17153,2,2,1,4
17154,2,3,2,5
17155,4,4,2,4
17156,5,5,5,3
17157,5,5,5,4
17158,2,3,2,4
17159,4,4,1,4
17160,2,3,2,2
17161,3,3,1,3
17162,4,4,5,4
17163,2,4,1,4
17164,5,5,5,4
17165,5,5,4,2
17166,2,3,1,4
17167,4,5,4,1
17168,2,4,1,4
17169,1,2,1,1
17170,5,5,4,4
17171,3,3,4,1
17172,2,4,2,4
17173,2,3,3,3
17174,5,5,5,4
17175,2,3,4,4
17176,2,3,2,4
17177,5,3,4,2
17178,5,4,2,4
17179,5,5,4,1
17180,2,2,2,4
17181,2,4,2,1
17182,4,4,2,4
17183,5,5,4,1
17184,5,5,4,4
17185,2,4,1,3
17186,4,3,2,4
17187,5,5,5,4
17188,5,5,4,4
17189,2,1,1,2
17190,4,3,4,4
17191,4,4,4,1
17192,5,4,2,4
17193,2,4,4,1
17194,3,3,4,4
17195,5,5,4,2
17196,2,4,1,4
17197,5,5,5,1
17198,3,3,4,4
17199,2,3,1,1
17200,4,4,2,4
17201,4,4,4,1
17202,4,5,4,4
17203,2,4,1,3
17204,3,3,2,4
17205,4,4,1,4
17206,5,5,4,4
17207,4,4,4,2
17208,2,3,2,4
17209,4,4,4,1
17210,4,4,4,4
17211,4,3,3,1
17212,4,3,2,4
17213,4,4,5,4
17214,2,3,2,1
17215,2,3,2,4
17216,5,4,2,1
17217,4,3,2,4
17218,4,4,1,1
17219,3,4,4,4
17220,2,5,2,5
17221,2,3,3,1
17222,2,3,2,1
17223,3,3,4,5
17224,4,5,4,1
17225,4,4,4,1
17226,2,3,2,4
17227,5,5,4,1
17228,4,4,1,2
17229,2,4,1,2
17230,2,3,2,2
17231,1,3,4,2
17232,5,4,4,1
17233,2,4,1,4
17234,4,4,2,3
17235,2,3,2,2
17236,2,4,1,4
17237,2,3,3,1
17238,4,4,4,5
17239,4,5,4,5
17240,5,4,5,2
17241,2,3,2,5
17242,4,3,2,2
17243,2,3,4,2
17244,4,4,4,1
17245,5,5,5,4
17246,2,3,2,5
17247,2,3,3,4
17248,4,5,5,3
17249,5,5,5,4
17250,4,3,2,4
17251,5,4,1,4
17252,2,3,2,2
17253,4,3,2,4
17254,4,5,4,1
17255,2,3,2,4
17256,1,3,1,1
17257,5,5,4,4
17258,4,3,2,1
17259,4,3,2,4
17260,2,4,4,5
17261,2,4,4,1
17262,5,5,5,1
17263,5,5,5,5
17264,2,3,1,1
17265,4,4,4,1
17266,2,2,2,4
17267,2,3,1,1
17268,5,5,5,2
17269,4,4,5,2
17270,4,4,1,2
17271,5,4,5,2
17272,5,4,4,1
17273,5,5,5,4
17274,5,5,4,3
17275,4,4,2,2
17276,2,2,4,4
17277,5,4,4,1
17278,4,3,2,5
17279,2,3,2,5
17280,4,4,2,2
17281,4,3,3,5
17282,5,5,5,2
17283,3,3,4,2
17284,2,4,2,1
17285,4,5,4,4
17286,4,3,3,5
17287,4,4,2,4
17288,2,2,1,3
17289,2,4,5,4
17290,4,4,4,4
17291,2,4,1,4
17292,5,5,5,2
17293,5,5,5,4
17294,2,3,2,1
17295,4,4,4,4
17296,2,3,2,1
17297,4,4,2,4
17298,4,4,1,1
17299,2,3,2,4
17300,2,3,1,5
17301,2,3,1,1
17302,5,5,5,1
17303,2,3,4,5
17304,2,3,2,1
17305,4,4,2,1
17306,5,5,5,4
17307,2,3,2,1
17308,2,3,2,2
17309,5,5,5,2
17310,2,3,2,2
17311,4,3,2,2
17312,4,3,2,1
17313,4,3,4,4
17314,5,5,5,3
17315,2,3,2,2
17316,4,3,2,4
17317,2,3,1,1
17318,4,4,1,5
17319,4,3,3,5
17320,4,4,1,2
17321,4,4,4,5
17322,5,5,4,2
17323,3,3,4,2
17324,2,3,3,1
17325,3,3,4,4
17326,4,4,5,5
17327,2,3,4,4
17328,2,2,1,3
17329,2,4,2,4
17330,5,4,5,4
17331,2,3,1,4
17332,4,5,5,2
17333,4,3,1,4
17334,2,3,3,1
17335,4,4,1,4
17336,4,4,2,1
17337,5,5,4,4
17338,2,3,4,1
17339,2,3,1,4
17340,4,3,3,5
17341,2,3,2,1
17342,5,5,4,1
17343,5,5,5,5
17344,4,4,1,1
17345,4,4,2,1
17346,2,3,3,4
17347,2,2,1,1
17348,4,3,3,2
17349,4,4,2,2
17350,3,3,3,2
17351,4,2,4,2
17352,4,3,1,1
17353,5,5,4,4
17354,2,3,1,3
17355,5,4,1,2
17356,2,3,2,4
17357,1,3,1,1
17358,5,4,5,5
17359,2,3,1,5
17360,2,5,5,2
17361,4,3,2,5
17362,2,4,1,2
17363,4,5,5,2
17364,5,3,4,1
17365,2,3,1,4
17366,5,4,4,5
17367,2,3,1,4
17368,4,4,2,3
17369,2,3,2,4
17370,4,4,2,4
17371,4,3,3,4
17372,4,5,4,2
17373,5,4,2,3
17374,2,4,1,4
17375,4,5,4,4
17376,4,5,5,4
17377,4,3,4,2
17378,4,4,1,4
17379,3,3,2,1
17380,4,4,1,4
17381,2,3,3,1
17382,4,4,4,4
17383,4,4,1,1
17384,2,2,1,4
17385,4,4,1,3
17386,4,3,2,4
17387,5,4,4,4
17388,5,5,4,4
17389,5,3,4,2
17390,4,4,2,4
17391,4,3,3,1
17392,4,3,3,4
17393,4,2,2,1
17394,2,2,3,4
17395,5,5,4,1
17396,2,4,4,4
17397,2,3,2,3
17398,3,3,4,4
17399,2,4,2,4
17400,2,3,2,4
17401,4,4,2,2
17402,5,4,2,4
17403,5,4,2,1
17404,4,5,4,2
17405,5,5,4,4
17406,2,3,3,1
17407,3,3,1,4
17408,4,4,2,1
17409,2,3,4,4
17410,5,4,4,1
17411,2,3,4,4
17412,4,3,1,3
17413,3,3,1,4
17414,4,3,1,4
17415,2,3,3,4
17416,2,3,1,2
17417,5,5,5,4
17418,4,4,2,1
17419,4,5,4,4
17420,2,4,3,1
17421,1,2,1,4
17422,5,4,4,4
17423,5,4,4,1
17424,4,3,3,4
17425,3,3,3,1
17426,4,5,5,4
17427,4,4,4,1
17428,2,3,2,4
17429,4,4,5,5
17430,4,4,4,1
17431,5,4,4,1
17432,3,4,4,5
17433,2,2,1,1
17434,4,3,4,1
17435,4,3,1,4
17436,2,4,2,1
17437,5,5,5,2
17438,2,3,1,2
17439,4,4,3,2
17440,2,4,4,2
17441,2,4,2,1
17442,5,5,5,4
17443,4,3,3,3
17444,5,4,4,2
17445,2,4,4,4
17446,2,3,1,1
17447,2,3,4,5
17448,4,4,1,5
17449,5,5,5,2
17450,4,3,3,5
17451,2,3,2,2
17452,4,3,1,2
17453,2,4,1,1
17454,2,3,2,4
17455,4,4,4,5
17456,2,4,2,4
17457,2,3,2,3
17458,5,5,5,4
17459,5,5,4,4
17460,2,4,5,4
17461,4,3,3,2
17462,2,3,4,4
17463,2,4,2,1
17464,2,3,4,4
17465,2,3,1,1
17466,5,5,5,4
17467,5,5,4,1
17468,4,4,2,4
17469,4,3,3,5
17470,2,4,3,1
17471,4,4,4,1
17472,5,5,5,5
17473,3,3,4,1
17474,2,2,1,1
17475,5,5,5,4
17476,5,5,5,1
17477,2,4,4,2
17478,2,4,2,2
17479,2,4,4,2
17480,2,3,2,2
17481,2,4,2,1
17482,2,3,4,4
17483,4,4,4,3
17484,4,4,4,2
17485,2,4,2,4
17486,4,4,4,1
17487,5,5,5,5
17488,5,5,5,5
17489,2,2,1,2
17490,5,4,4,5
17491,4,5,4,2
17492,5,4,4,2
17493,2,4,2,1
17494,2,4,4,4
17495,2,3,3,5
17496,4,3,3,4
17497,5,5,5,3
17498,5,4,5,4
17499,4,2,1,4
17500,4,4,4,4
17501,4,4,2,2
17502,4,4,1,4
17503,4,4,5,1
17504,5,5,5,4
17505,5,4,5,1
17506,2,3,1,4
17507,4,3,3,1
17508,2,3,3,4
17509,5,5,5,5
17510,4,4,4,1
17511,4,3,4,1
17512,4,3,3,5
17513,2,4,2,1
17514,5,4,5,1
17515,5,5,5,4
17516,4,3,2,1
17517,5,4,4,2
17518,5,5,5,2
17519,2,3,3,2
17520,2,3,1,2
17521,5,4,4,1
17522,2,4,2,4
17523,2,1,1,3
